c.katana,c.dogalize,c.android.youtube,c.android.chrome,c.android.gm,c.raider,c.UCMobile.x86,c.updateassist,c.UCMobile.intl,c.android.vending,p.system,p.android.gm,p.android.settings,p.android.chrome,p.android.packageinstaller,p.android.documentsui,p.android.externalstorage,p.android.vending,p.olauncher,p.android.defcontainer,p.dogalize,p.browser.provider,p.notifier,p.gms.persistent,p.inputmethod.latin,p.katana,p.google,p.process.gapps,p.android.gms,p.simulator
10.47874,11.82865,11.1058,7.80872,12.08669,36.96253,37.39395,44.46734,30.62544,45.49674,10.3743,7.7122,9.04165,11.40258,12.64,13.39942,11.87404,64.59017,0.001,68.11952,53.47526,46.00689,50.24068,68.14645,9.95024,11.28986,33.19288,44.55386,30.44823,23.43248
13.74352,7.98736,10.05509,11.61664,12.98459,53.35899,59.85287,85.11401,65.99852,85.15677,6.49811,10.39367,9.43499,11.85477,11.46372,7.81588,8.68452,34.72883,0.01137,62.40742,73.39701,36.08497,24.70961,7.39925,88.7079,79.69716,36.11303,14.97771,32.86403,99.84543
12.01164,10.57049,10.82889,11.41755,11.51893,50.32659,50.01756,50.08089,55.96699,93.14884,3.943,9.21982,10.30464,10.7708,9.73372,6.81719,7.48256,62.80193,0.00329,46.03065,25.0197,50.91389,84.58961,76.78701,28.24927,62.15939,41.19635,48.5112,52.81856,32.30203
8.10962,11.17643,8.90349,7.48418,11.57412,44.98131,46.71837,4.96029,46.50139,22.67329,8.90888,8.04997,9.08158,12.84035,12.09044,10.28472,12.08151,34.04764,0.00142,38.29711,52.22345,77.75896,37.44578,7.70303,66.91534,65.3259,31.95021,66.31247,71.73342,67.0552
13.25165,14.77791,14.34551,9.99595,11.53405,39.38572,52.0272,66.05452,51.96988,0.94769,9.7559,9.92657,15.99413,5.18258,14.06713,10.35391,8.21457,55.01957,0.00723,58.63666,78.20264,67.47781,58.32395,1.37162,55.6977,23.83866,29.97318,67.77225,23.06968,48.27794
7.86193,12.52046,5.03079,6.13695,11.28538,52.34818,17.58751,55.55446,18.50063,91.0646,11.6231,9.88614,8.28141,16.71946,12.01516,8.01539,9.70287,76.11725,0.0071,66.79773,33.58352,61.26252,60.7641,74.73119,45.75513,51.4671,98.77881,43.90344,50.59219,62.01782
10.73654,8.99292,9.52103,10.70811,10.87094,48.83276,35.021,49.1708,55.1728,64.59166,13.64261,13.49569,9.02573,8.63378,9.8374,15.07423,9.6996,52.28284,0.23621,37.60346,57.3941,48.49712,61.78447,10.31857,9.98746,22.88665,5.13837,0.67104,9.92567,33.89722
13.32696,8.99728,14.15217,8.75488,13.69263,66.25594,64.33124,85.04561,43.07815,37.71827,11.73099,9.56621,6.88327,6.26334,14.60621,9.48723,9.83037,43.36711,0.00505,61.18247,74.9771,39.37363,74.94315,82.54939,54.21376,90.98193,85.24834,67.48003,89.52825,82.88368
13.81227,10.47805,9.94472,14.62241,15.25732,47.10169,59.7197,36.78813,47.25291,54.38871,9.80357,9.39538,8.4114,9.8758,11.61362,10.0546,10.29019,52.21266,0.00419,54.06149,58.79612,43.93498,99.88768,96.45327,86.00945,1.1035,94.69012,87.7392,92.83125,98.50572
5.71402,11.18294,8.67385,11.24402,12.20413,56.15102,13.83776,78.90692,9.34623,56.18025,7.61212,8.48683,9.64533,14.19466,11.70677,12.21701,8.23039,77.49302,0.0021,62.46724,65.2926,67.34816,86.11749,55.98398,24.18642,9.61749,12.02337,51.37968,43.64509,46.56611
11.68769,13.92895,9.11004,8.00846,11.64887,50.68545,31.50687,23.52499,27.27163,58.06831,8.35372,8.71974,7.28732,11.08948,12.15273,9.12108,12.87513,36.91603,0.00217,68.0956,80.95105,32.13005,46.3261,85.96061,98.73779,87.6049,44.3322,2.39136,10.62927,70.04346
12.48981,13.29717,12.65866,11.59297,12.15114,39.36925,46.47085,84.32281,81.8493,75.05611,9.648,7.97213,13.17113,7.0585,13.21534,8.57434,8.22903,23.51911,0.00147,40.30279,59.88244,38.93391,19.73702,50.43948,6.66991,92.62882,7.88243,88.97534,86.48431,15.77185
11.65147,7.43759,10.71276,7.0826,10.56381,18.07578,8.18764,14.9139,42.46079,94.26897,12.82688,11.80007,10.52472,9.40428,12.09035,14.0567,8.68644,27.93306,0.0435,69.78064,37.80721,53.03386,28.26655,49.24451,62.73769,38.15054,73.50293,50.00108,94.46127,92.92144
13.76612,11.89817,8.94969,12.59066,13.35183,47.23034,0.29626,76.77864,38.66856,92.32113,3.74346,7.99177,8.46417,12.36747,8.09257,4.89969,6.26582,56.1614,0.0015,69.44125,38.3601,50.52776,97.1451,68.80041,2.70992,90.35838,49.10947,50.02482,52.01391,19.13653
7.61354,12.00938,7.48983,7.53935,11.50365,67.75583,69.89489,95.03991,59.09627,42.99214,7.88903,6.40331,6.05494,13.87781,11.98589,9.30531,10.34611,53.8223,0.00064,44.62253,56.49741,44.21808,62.5227,22.663,29.16062,91.49483,74.59615,50.05501,47.89671,87.93526
8.46727,11.93075,8.12401,7.43689,11.73757,48.74516,8.525,39.61222,0.2414,45.72193,7.01372,8.57722,8.60829,10.65012,10.76058,8.18499,13.15879,57.35736,0.0022,67.74631,58.06383,49.50378,34.003,96.91434,18.80389,74.21637,31.67053,30.81847,53.69966,82.79095
10.65713,6.67685,9.26873,9.39801,10.15757,35.52022,6.2326,4.45429,57.09564,19.97289,12.15771,10.26346,8.97571,11.33393,13.05155,13.89068,8.54871,53.64519,0.00965,31.70849,55.73983,43.07273,81.48968,67.57467,38.71146,10.54312,20.59541,6.71929,41.35274,6.51596
8.20903,10.53672,9.33679,10.82468,13.16166,41.49131,68.8888,34.84771,7.85471,25.02053,7.39957,7.13405,9.23009,12.8758,15.14883,5.83853,11.83585,69.53058,0.00075,84.24111,41.89615,41.12245,0.51813,52.40647,99.7406,14.35493,72.19318,20.80945,38.98545,55.37685
13.74721,13.95047,12.15776,10.75337,13.14907,41.96047,1.61071,84.60127,19.04401,1.92782,11.83801,8.58393,12.92883,5.31092,11.38647,10.33914,7.46317,48.59306,0.00223,46.65761,61.12598,52.28579,69.62416,5.50346,44.96287,29.39972,64.41962,62.39498,90.82974,82.27534
11.744,12.01953,10.38642,11.53245,10.95561,40.45222,97.42976,89.44367,24.8393,3.36111,5.97571,6.61539,10.42074,11.56515,11.96432,4.16265,6.83248,51.67514,0.00054,20.3543,39.01121,46.82141,39.69909,70.4387,69.66573,86.32765,3.13296,15.13932,1.3466,34.67225
12.95592,9.61045,11.90643,15.65487,13.88381,49.41953,53.3973,35.77255,72.74648,65.83786,10.42745,6.53927,10.77442,9.79809,13.5244,9.42528,10.09531,43.45356,0.00065,50.31073,38.27334,46.6687,8.04023,62.46835,98.7821,60.04477,57.366,33.63076,87.44181,39.76537
15.66499,12.95361,10.2439,7.95771,13.60406,44.47344,33.57034,11.51762,92.82045,3.39242,12.98795,12.8242,9.38819,4.02282,11.52632,10.11883,10.78536,50.06441,0.12087,66.77825,61.83304,51.93947,67.01885,86.61888,58.81377,31.21654,70.18937,54.20823,64.5259,8.1434
12.1101,11.25257,12.36361,15.52435,13.68208,33.95743,59.59294,31.2441,61.71163,10.49389,7.67297,5.82511,11.34387,9.17886,10.59126,9.23313,8.76874,52.80208,0.00033,47.4778,59.84911,49.93788,27.20305,50.11489,39.53103,8.48261,9.60291,1.73275,80.95212,97.18382
11.45761,7.56064,12.35796,11.60539,11.27367,46.88132,0.64762,33.13833,67.34063,9.63291,8.03677,10.68574,9.42803,10.88485,11.72806,11.20347,12.97866,54.2557,0.01496,21.28337,50.09663,59.04845,72.44575,7.66415,76.0375,18.00438,20.51995,95.44102,34.81033,90.32113
12.58972,8.80183,13.1629,10.60829,7.42859,52.99377,79.34298,72.64964,98.96038,71.43751,11.93322,8.95383,9.16287,6.49952,11.85699,12.02867,9.94715,44.07458,0.00277,55.13417,55.43656,61.47284,76.60889,84.54973,93.60978,31.13903,5.58902,13.86866,2.30698,59.26504
13.90064,15.00189,12.78427,14.18028,11.67429,47.31591,72.21281,10.25317,51.15661,42.64845,8.68522,4.46936,13.97549,8.02311,10.1135,6.29719,6.7516,39.14867,0.00052,67.81037,28.24428,44.46461,37.31588,97.84938,86.43288,73.26394,32.89168,97.01335,31.01953,52.50921
11.26187,6.85626,9.83284,12.56677,7.40543,51.43551,90.31225,67.46375,98.20686,53.39155,11.84503,12.72834,6.10046,10.86971,12.68153,11.71283,12.03867,57.10666,0.10999,47.00918,48.79795,53.46632,10.59162,94.78604,47.96121,42.28489,44.17051,39.57165,99.73047,81.00129
6.32276,10.62505,7.58985,10.04082,12.31981,62.79585,82.42561,24.32393,13.51699,9.38265,7.62188,7.96773,8.55983,13.22679,12.87065,9.66322,10.22387,50.32457,0.00136,39.08008,40.91684,38.5173,9.60919,81.2279,47.12784,82.82184,34.04422,46.42127,97.00725,90.41629
13.40605,15.96321,14.10508,12.9779,12.23933,67.21115,4.44638,36.84262,2.24968,96.85029,11.60505,7.05257,14.53954,7.36515,11.71164,8.52693,6.98863,68.05321,0.00073,56.95819,49.65579,41.14616,81.54865,82.48005,33.99799,39.33085,47.01582,45.18838,11.78736,65.69909
10.26949,12.90719,13.72356,10.98139,9.67197,47.16746,70.27528,31.26147,37.72333,53.271,12.6,9.57318,13.06994,6.03516,14.36603,10.69516,10.51597,47.46966,0.00485,58.66014,39.2344,40.84974,9.32121,29.81812,75.16986,33.0121,49.43831,17.26294,54.9257,59.23469
8.32129,12.09113,7.66911,6.29648,10.96373,79.97564,27.39332,62.37805,4.71943,55.06429,7.54933,8.66428,8.70123,11.77861,10.6212,8.3138,12.04378,57.90147,0.0027,53.58614,30.30835,30.07762,71.6423,70.83753,69.20101,24.7129,77.80475,20.61251,13.83388,14.76501
11.64735,8.80069,14.23067,11.36054,11.28425,77.45825,93.31894,25.34976,52.71972,71.28456,14.41885,13.62753,6.15304,9.64984,12.09191,15.0908,6.0258,71.85912,0.2695,40.60127,42.65425,31.28228,30.1337,51.70963,8.7092,95.47576,14.20406,49.80063,9.13014,99.658
11.15507,3.5405,11.79258,9.02965,13.51083,60.58899,22.70483,77.05158,92.29044,40.96225,9.83596,11.88513,6.12467,7.0597,10.88072,10.53003,8.22275,49.21415,0.04773,58.35971,49.30968,52.71718,7.75462,19.93432,95.36484,8.76568,79.12714,93.12638,65.05605,30.34021
9.79797,8.14878,15.99915,8.12591,10.13747,24.00693,41.66073,10.12465,78.30888,1.47811,12.85168,13.74429,7.78583,7.5393,13.4213,12.80662,8.2271,49.16257,0.30267,32.24845,60.87258,57.23042,99.57839,11.66383,35.84843,53.92415,50.26852,89.94869,61.11365,17.07713
11.13531,10.91939,13.62767,11.13091,10.48514,49.24863,11.20269,23.76037,84.4449,16.6153,9.0819,10.93501,12.91641,9.45447,12.78906,9.18185,9.2469,47.07072,0.0185,74.09664,80.7281,53.58346,65.52607,72.0284,89.29042,26.5689,59.21332,92.31315,4.66173,72.19272
12.21243,12.3051,13.89339,12.27563,10.92295,46.8386,51.79285,24.35357,82.11782,55.79052,7.85047,6.80237,15.42931,8.07598,13.78327,7.41006,7.97215,62.29577,0.00075,53.4393,46.00981,62.59036,22.58704,86.62861,89.23167,34.25602,65.17527,42.48337,4.95776,30.95989
5.21826,10.54197,8.08436,8.49325,13.55322,45.66492,69.35357,17.836,43.71026,10.23802,11.00588,6.69252,9.26792,15.83297,11.3948,6.79964,8.07056,55.75913,0.00071,75.6189,38.10401,52.60788,31.77124,33.80081,46.9157,29.57449,52.543,40.05183,20.95407,56.09269
7.42004,12.13528,6.1297,11.81906,9.89733,33.2395,80.38804,85.22484,80.14064,7.02628,5.67963,10.54621,9.03066,15.34729,16.99549,9.35413,9.98687,41.02462,0.01273,43.91686,30.17258,37.19385,43.48423,32.59174,30.80227,16.14789,14.7171,8.53352,86.85905,78.65094
10.24597,11.55295,7.18489,8.43614,12.43148,43.1634,62.19159,60.47608,32.55213,37.19425,7.70382,7.30772,8.76974,12.3766,16.61614,6.92771,12.56785,47.95061,0.0008,55.27628,58.87274,36.99106,74.17401,76.68236,60.22317,15.68579,59.49051,11.53049,88.54514,46.28259
5.88176,11.4504,8.95805,11.08109,10.4756,56.15321,92.0554,9.28902,59.98398,4.88965,5.52352,8.89439,8.47471,13.8765,12.63644,7.55524,9.88581,62.95576,0.00267,56.86229,42.80244,45.86353,18.39206,41.28455,15.71198,91.29542,79.47182,25.20439,31.43843,45.55292
16.1488,9.93884,7.17281,8.92893,14.79274,17.98086,84.88556,23.08078,67.81991,39.20299,11.2783,14.53429,8.66824,10.65673,9.57817,11.17845,3.95129,50.5083,0.66646,61.40737,46.40253,36.17136,30.84847,82.19431,61.71271,96.68761,41.26946,80.31391,68.06403,45.56547
12.18013,7.53737,12.44983,11.04531,12.40308,50.27338,56.54176,61.04891,15.94566,45.78042,12.60886,9.35971,5.51257,9.5596,13.45074,12.88953,6.84299,36.89741,0.00414,63.87172,40.46188,54.04812,50.04201,4.62092,67.14973,84.65478,73.68215,82.07732,64.38931,89.78871
10.67833,10.61733,12.09278,8.69108,11.46046,50.43788,71.60544,31.12712,91.75922,10.75795,11.4307,13.56369,9.17286,7.14883,9.33765,12.6613,8.96098,47.04544,0.2527,69.03599,46.41547,24.4942,2.70633,23.10361,96.93933,48.20318,46.68456,61.85407,52.52119,37.72449
10.26867,8.58877,12.08006,7.50722,9.97711,61.88201,92.56599,63.65147,41.95063,39.24231,11.59685,13.48857,11.9005,10.43819,11.77165,12.86591,10.65309,59.99649,0.23453,65.90998,38.51754,79.90498,99.05729,75.17541,49.70725,15.01797,29.23447,98.44771,33.74896,61.75693
13.67512,7.26675,13.69717,11.31948,8.20915,56.59888,54.05925,21.65456,26.26247,56.54402,12.66308,9.63294,7.32604,9.40409,11.46446,8.9259,11.01468,39.97994,0.00535,52.97177,37.54591,46.52787,7.86734,75.91694,86.61365,20.09502,61.9119,7.3451,25.29304,23.40902
11.2545,12.04684,12.40252,12.28836,9.95694,48.24406,72.79244,2.72398,44.45603,50.49808,9.98737,6.28971,12.87831,10.78858,9.50484,5.34484,5.6522,64.91566,0.00044,60.42344,36.99404,44.30739,64.61696,97.92481,10.51992,27.06389,51.47364,97.1982,98.69215,86.75226
11.2466,8.65778,9.67793,15.8272,8.34587,50.52422,54.7858,45.75723,91.59837,54.68679,11.2422,11.83163,7.58385,11.15289,12.43531,12.58635,11.86273,68.14166,0.04468,56.9191,55.12815,50.00049,46.86858,22.8017,11.69169,32.76998,48.78675,81.42805,96.01227,56.26887
6.87126,14.32735,6.24745,10.72137,13.68111,57.57137,61.06371,41.00472,66.561,6.74783,8.18626,7.95227,7.8361,13.98873,11.77272,7.28015,8.49482,40.9239,0.00127,79.01514,58.00585,42.5779,13.7355,56.66414,66.5803,41.59012,30.58715,82.77688,0.08861,96.12825
8.95922,11.29798,12.12286,4.99143,9.2483,55.46133,0.59998,22.15096,40.75045,22.76431,7.72027,12.61847,14.28734,6.28035,12.78541,8.40851,6.86317,55.05833,0.09839,49.39735,46.96125,61.54211,6.03271,66.50475,86.69827,58.2506,64.981,0.53219,22.09913,28.00518
9.28482,12.10714,9.55378,7.81071,11.94619,45.21431,79.14681,43.62625,43.55559,93.52445,10.15698,8.14069,8.93752,13.41233,11.38131,11.35295,8.07366,67.3894,0.00157,57.39108,32.71503,51.77642,55.2569,72.64916,78.9196,98.65868,83.6784,1.29993,40.53143,4.13075
11.7005,13.64278,11.61128,11.52917,12.61617,42.47068,96.35313,53.91146,32.72838,97.45248,7.36231,8.01351,12.44149,5.56237,11.30172,8.79463,9.11845,43.38062,0.00161,78.44237,42.11537,45.36329,39.61621,34.73651,31.10024,65.81033,61.10743,81.34937,86.23771,80.86366
5.70314,10.53933,8.12368,11.93126,13.19022,34.37331,27.9395,82.62083,42.36865,89.11732,5.72737,7.81983,7.42593,11.09144,12.51833,6.20154,12.57711,48.21575,0.00135,51.9503,41.17058,37.45889,3.02413,73.16777,95.45297,36.51749,20.36754,0.77229,95.73708,54.24381
13.28349,12.31633,11.27727,14.88229,13.76004,68.82201,84.32316,66.365,12.8556,4.29091,9.06808,8.02887,9.44617,10.08517,10.95683,9.21435,9.05928,45.12802,0.00162,63.84919,63.29305,36.74406,9.18673,9.3681,74.51565,36.43595,6.07693,25.92145,76.69497,84.73329
11.19014,16.12848,14.06218,11.82543,10.4055,54.1331,18.14628,4.83511,55.41552,47.76945,10.15432,5.30544,15.52556,6.70437,10.68191,6.2057,5.5675,57.84172,0.00025,48.09062,34.78566,22.68165,92.97897,5.46184,91.89821,23.00845,51.51964,2.70983,27.78059,93.81122
12.30904,10.82398,11.35005,14.89205,12.74251,71.92414,17.61535,91.645,50.6712,3.28368,9.53205,7.14491,10.14167,10.77317,12.45628,8.29085,8.90004,36.96669,0.00102,42.73047,53.66631,44.38884,32.85388,59.69804,95.5942,24.85098,37.43144,21.90961,58.37833,52.99529
4.78331,13.93761,6.23383,11.52678,12.47597,41.41622,16.62165,32.66708,85.59406,6.08944,7.50881,9.45849,6.25887,13.86053,8.88686,8.96244,9.6666,65.24768,0.00476,48.80904,50.28947,48.30223,80.18089,31.94691,42.44038,68.58675,8.29867,14.75707,52.59671,17.29693
11.97214,11.94676,10.99551,10.94558,13.23822,33.95112,20.68122,13.26472,50.65502,48.36741,8.3198,8.35285,11.70199,4.76838,12.18767,10.57446,10.00566,57.4,0.00173,65.76084,54.09436,55.20553,86.32817,38.25861,52.1631,58.74765,35.19859,67.00533,28.32526,50.51301
11.76331,12.18312,11.89918,16.37981,11.96399,47.39951,33.90189,93.38507,37.20471,83.78633,7.54779,4.62641,10.77115,9.41137,10.87149,6.59132,9.41255,70.92666,0.00022,61.24391,51.21738,44.24631,31.16809,3.58429,51.84587,97.79335,41.1831,85.92455,15.55486,36.12666
12.16592,8.70568,8.70007,12.09899,10.87003,44.14732,50.62668,97.09001,94.87901,57.68415,12.013,12.21782,6.26028,8.42989,9.72663,13.79841,8.00298,56.96639,0.06659,41.55038,25.19473,28.0784,0.3452,75.94115,58.13931,10.19675,64.51492,15.43448,81.55173,23.951
11.69156,4.74974,12.49247,8.34962,13.41263,36.8884,16.27811,89.86065,97.49797,43.18783,9.41847,9.14991,6.03428,11.92515,15.478,9.40889,6.04624,64.21732,0.00359,61.17666,69.16219,61.49231,14.43505,91.88339,66.10623,67.02331,41.38329,76.45834,84.00547,83.13077
7.93195,12.34568,6.68867,7.95309,9.3906,44.68807,96.98252,55.84556,21.65471,32.35604,5.53198,10.02198,6.42477,12.64361,11.38933,8.00757,14.53284,53.30007,0.00765,88.63981,54.93033,48.2434,85.14307,49.43665,75.46009,35.50486,9.07142,12.99846,12.1642,37.88895
12.06786,13.92903,12.82978,14.80735,12.07283,88.92377,76.26042,12.21456,97.04651,17.83887,10.17557,9.00414,10.27364,8.32626,10.53565,10.7503,9.53735,40.57053,0.00299,49.66713,50.74489,43.70625,63.77517,11.07821,99.9977,37.21384,49.17517,15.55432,59.60857,56.8889
8.11514,11.24158,9.02495,8.82514,12.91567,35.73061,43.63822,23.29554,13.13566,59.73265,8.73146,7.62344,8.40654,11.62337,12.14192,6.61895,12.03341,51.66643,0.00091,44.34829,41.14196,87.54891,31.08873,87.00781,25.77704,2.02002,71.56179,57.15366,19.41807,79.63851
13.53797,9.96055,12.18398,13.30237,11.63478,67.26282,80.97243,48.8466,61.47186,10.92157,7.1217,12.61366,9.44619,9.91996,11.98889,12.04192,11.06277,79.74462,0.09796,38.77914,46.8104,59.20553,90.80356,52.09414,43.19867,64.05338,66.51214,28.86764,5.2835,32.96656
13.11937,10.36716,12.06972,13.14141,10.66334,49.94546,90.20285,4.1582,73.02522,88.83439,9.03979,8.20502,11.18932,9.11998,13.77396,9.31455,10.2631,34.04067,0.00166,45.49114,74.29162,44.78674,55.35218,54.67311,67.41836,80.6965,36.59555,7.9396,95.03471,26.47964
9.83988,10.31445,11.43754,9.01226,13.54485,55.04203,58.95154,98.82294,93.50664,32.1976,8.59022,5.06343,10.27621,12.47366,15.73684,7.63848,10.66047,44.86374,0.00044,45.85879,59.37074,50.00451,26.37202,84.35915,10.47199,68.39442,59.05534,27.17663,14.05327,37.61778
11.24321,11.87697,7.81506,5.27368,9.4446,47.29398,53.77105,29.49375,7.90753,95.965,7.9239,10.94982,9.78399,11.51592,12.41717,10.72324,14.45153,31.90189,0.01918,58.6369,44.34134,32.65121,32.79466,97.35055,21.53817,77.70324,55.39602,5.34077,47.24817,98.80936
10.789,10.7256,12.87232,10.01048,12.5398,72.09765,93.60581,4.66227,5.25597,47.65227,7.06403,7.95783,14.88383,10.92493,10.3889,4.83656,4.64637,45.98486,0.00132,76.49356,44.92829,43.85204,39.53688,51.73872,95.71505,94.69474,55.46228,80.11895,54.49586,34.9122
9.64848,12.85646,6.23191,8.23581,11.42441,31.08294,62.67598,92.79871,13.74242,45.00551,9.23464,10.81518,8.5251,12.49621,13.16021,10.05492,13.69906,33.10418,0.01637,43.24783,34.92143,43.83228,50.66643,5.47264,47.47879,19.39037,16.35124,58.70412,80.23643,42.34913
11.50434,9.01864,8.92312,11.8448,11.70655,41.68269,57.33204,81.62634,28.04591,24.26924,7.29646,8.59066,8.26487,11.84461,9.25802,5.92503,7.72726,58.26429,0.00188,47.63451,54.07684,32.34845,29.41362,24.94578,25.81383,3.1958,96.6951,87.13493,41.93273,94.85532
11.12601,9.56364,14.46137,11.01438,9.90315,40.68159,6.20054,25.89908,11.09333,17.96072,14.03146,7.313,7.10307,8.76924,12.07971,12.97003,14.19237,48.69788,0.00088,62.53249,58.23294,31.39474,12.18017,52.73821,15.73877,15.9642,40.73138,57.38222,48.76996,33.40804
4.42488,9.19227,8.66624,10.9514,16.03271,54.33679,96.73083,39.39962,92.15264,7.44266,10.77522,6.67542,12.76139,15.44549,12.90168,3.60689,7.68174,57.02308,0.00082,49.61979,53.1616,38.47224,73.60246,68.44324,89.6388,51.12772,15.01964,7.58939,96.32981,24.16526
14.55872,12.54512,13.56603,14.09972,11.69962,79.71665,59.05415,39.44904,41.28321,48.40352,6.86432,10.14666,11.17431,9.5195,12.36042,11.21773,10.03547,43.17141,0.00858,59.31961,38.02572,28.45059,83.76334,91.67426,13.55737,16.1181,42.64397,31.1168,63.34099,86.40091
13.203,12.3145,13.09967,10.12398,10.38106,45.49763,44.01314,94.82321,39.58966,16.18317,8.76838,11.94325,12.65427,8.872,14.89146,9.69827,9.22989,37.1525,0.0507,63.21048,39.90037,44.99694,58.5141,21.5626,79.89379,54.40711,84.59678,68.42259,73.99439,79.98017
12.45756,6.00354,13.15884,9.45601,10.91524,52.83912,52.35636,22.40562,40.68498,61.13226,10.91932,10.81084,5.29411,9.87613,13.95381,11.78249,6.02841,43.94817,0.01617,78.30459,56.28413,26.1185,40.71749,36.10512,11.24883,57.94981,89.54612,15.8502,48.71069,6.94495
12.87479,7.18718,13.61179,7.04927,10.4571,68.41281,69.15627,73.20359,78.47145,37.3736,14.38103,12.92485,9.52027,9.5027,14.86478,12.84049,7.96536,69.01785,0.13365,52.57294,54.07362,53.74666,95.31029,45.43822,66.65115,70.48482,5.08977,68.04669,75.69568,90.43039
4.92026,11.66754,8.83173,12.34555,10.3649,71.6063,75.49175,3.41691,20.72443,84.00018,4.23372,6.86577,4.5723,13.9476,12.92566,7.50488,10.20953,30.11408,0.0006,71.99695,58.92805,45.22809,2.12882,67.24792,87.14894,75.77171,63.18284,8.10879,42.71773,51.92347
12.06076,13.71843,12.9585,11.87181,10.04856,55.60878,25.72421,8.33911,20.98853,61.84488,9.2245,8.06567,11.45284,7.09759,14.77059,9.86027,9.73375,54.15428,0.00181,54.55185,51.80609,59.98616,97.62388,24.25549,52.48757,73.87202,65.30253,4.38859,3.15513,52.1326
3.87944,9.46244,8.79614,10.67708,13.90616,48.27022,2.25354,79.92669,72.39225,11.73551,7.24046,4.7767,8.50029,14.34014,12.67198,5.19436,9.87703,38.80062,0.00058,67.81381,30.4728,55.43569,47.72529,1.60365,32.98104,31.07282,70.92516,81.90872,36.81787,3.28265
12.88574,12.40866,11.80813,10.53105,16.51495,38.55039,66.26645,46.06224,64.61584,13.75086,10.33568,15.78696,7.58813,6.22537,9.83033,7.8753,9.24488,33.43825,2.33082,52.61298,58.40004,57.53502,90.49614,15.771,73.40573,1.39534,53.57351,80.53136,53.94864,49.35332
10.30041,11.81987,12.97032,9.61923,10.93432,52.75383,42.90648,4.91289,69.26693,75.03559,9.99912,12.64993,12.75897,10.35056,15.00656,8.25476,9.04616,42.98858,0.10141,70.42139,43.7992,54.3245,43.46754,5.20188,3.36149,26.51875,9.24076,98.04551,49.59909,76.72029
13.95821,11.5076,7.76851,9.18439,10.60652,55.65465,9.01654,32.5142,82.01439,17.34518,11.94435,14.58735,9.73068,9.84237,12.48114,11.57737,7.52176,65.1987,0.70254,59.70749,51.51406,42.28244,3.13863,98.89644,99.22567,55.01232,65.985,12.20162,83.3023,31.35472
12.74066,8.72944,11.77606,8.55017,9.74263,56.56225,65.11048,55.25522,11.10266,69.02147,13.47098,10.92183,8.75521,7.89223,13.03378,13.46946,9.50831,38.56863,0.01811,60.09562,60.46467,25.16225,56.93448,42.67867,12.98975,26.0792,3.25193,62.6465,86.63007,9.22357
12.67408,14.06084,13.64429,11.77779,10.58193,57.31224,73.54757,16.25082,20.12316,93.43271,11.37141,7.24135,15.09585,6.54562,14.7498,8.58285,8.81414,58.87913,0.00078,53.51,45.86802,55.92339,56.62429,61.82406,52.50444,28.87295,79.24295,66.51564,62.83355,20.67816
8.68924,12.8233,7.77045,9.37108,13.681,48.91507,30.53214,96.10728,96.02785,38.37214,9.95104,7.38016,9.62354,14.86995,14.58723,6.21687,10.73848,62.78817,0.00076,65.84089,60.06926,29.94222,2.9196,73.07117,92.36437,19.66603,72.87205,19.03521,88.90719,0.60519
11.2327,11.7105,12.31495,13.32232,13.4657,55.5379,67.12227,32.41723,4.48447,74.54742,5.65549,9.22593,11.5756,7.6983,11.0824,9.69239,9.52117,35.30864,0.0036,55.05026,44.76924,38.64608,29.78067,77.51072,5.8554,78.04999,28.51741,27.8021,88.98013,40.59396
8.9026,13.41148,6.81505,8.89188,10.44921,80.77957,80.24281,52.52108,91.09281,8.20044,8.62489,10.88099,3.55702,11.42064,9.55615,10.26147,12.87269,51.89889,0.01751,50.8575,17.27246,47.37706,24.29643,54.65969,38.0234,96.9345,57.68027,82.04114,1.98291,76.52611
11.35884,9.6026,13.17117,11.48448,10.80764,49.30118,61.6625,82.7365,31.9767,16.0664,9.05552,7.12088,14.29803,6.49044,17.19807,9.03188,11.6459,59.56973,0.00094,74.21126,45.64013,73.81434,55.91986,49.55541,48.48475,63.62772,97.72779,7.41553,8.76982,42.38209
11.21358,13.36608,11.80831,6.91594,12.49082,45.44219,87.64743,86.98026,95.90843,84.49675,12.25892,10.31,10.2882,9.53615,8.74783,13.87548,13.98381,51.34752,0.01034,61.74541,29.33422,47.7341,99.16343,68.62297,56.77354,42.56252,18.24762,98.56387,21.76119,21.61681
12.00499,11.20159,12.49778,12.1992,15.70339,63.82304,67.53024,45.16757,78.00597,27.05186,7.08991,10.57042,12.62596,7.27363,13.35905,11.02783,10.24408,65.39893,0.01309,51.69825,46.97546,71.43012,98.66431,10.64958,79.50354,4.32905,37.88581,60.81864,89.51329,30.12724
13.22673,9.62857,11.27428,11.16645,12.51627,48.56894,55.73306,87.95216,65.7918,37.8705,10.81838,13.7922,7.27312,9.52174,10.57768,11.64041,6.86455,57.00194,0.31759,64.88626,41.07174,40.92443,40.28741,36.41856,97.77913,40.29379,10.2034,29.38121,59.23955,32.13209
13.082,13.18797,12.41484,11.53137,12.0005,63.21829,65.8688,60.19796,34.26698,11.8399,9.13869,7.57839,13.03919,7.06978,10.93168,8.57092,7.19483,86.20559,0.00119,78.06765,57.15275,51.54427,97.31225,12.41915,66.30545,81.43753,40.44312,33.98451,8.94787,66.28812
