ts	imei	mwra	c.katana	c.dogalize	c.android.youtube	c.android.chrome	c.android.gm	c.raider	c.UCMobile.x86	c.updateassist	c.UCMobile.intl	c.android.vending
2018-05-07 18:31:00	359043379931766544	0.00000	11.36107	8.10713	13.44951	13.15787	8.59148	58.98359	46.34482	47.48907	4.69951	60.37520
2018-05-07 18:32:00	8630330696303481404	0.00000	12.30871	6.48352	13.30094	9.69113	9.28619	60.75851	48.41451	51.10168	3.50607	12.61994
2018-05-07 18:33:00	3590433799317661198	1.00000	9.32183	11.70203	8.18277	5.14979	11.73602	61.93735	78.22874	56.48525	60.72331	92.40680
2018-05-07 18:34:00	359043379931766205	0.00000	10.35568	7.52422	10.02926	9.05569	8.02707	46.44464	32.11478	13.15094	44.90319	45.46484
2018-05-07 18:35:00	863033069630348362	1.00000	11.73060	12.41985	10.22855	12.41077	13.49805	59.01816	31.38166	61.67326	66.90286	48.65243
2018-05-07 18:36:00	8630330696303481503	1.00000	13.60712	7.87453	11.13583	10.79808	12.33776	60.65261	7.65368	15.03045	17.39619	41.21359
2018-05-07 18:37:00	359043379931766643	1.00000	12.77229	10.69590	12.27866	12.97291	10.80496	39.77100	83.60414	2.69906	66.79759	88.00730
2018-05-07 18:38:00	8630330696303482238	1.00000	7.93207	11.73419	5.66620	8.89993	11.06670	34.85431	96.51420	50.53768	0.61128	57.39258
2018-05-07 18:39:00	8630330696303481610	1.00000	12.14419	9.27752	10.93770	11.37860	11.98937	55.49568	57.45213	38.23382	89.72545	13.04760
2018-05-07 18:40:00	8630330696303482204	0.00000	9.34855	8.27632	10.39894	9.51584	9.47022	32.03327	86.49455	89.82496	54.99433	2.03299
2018-05-07 18:41:00	863033069630348149	1.00000	5.99475	10.23248	10.83519	10.53254	12.77522	69.12307	4.09721	1.79823	51.01854	41.00856
2018-05-07 18:42:00	3590433799317661560	1.00000	6.33488	10.78290	7.80009	8.06761	11.97070	52.25300	56.41851	94.30987	96.93646	24.78840
2018-05-07 18:43:00	359043379931766775	1.00000	9.92675	9.43652	11.68430	9.70673	11.48240	25.29238	76.54411	35.88425	36.64524	46.36988
2018-05-07 18:44:00	863033069630348552	1.00000	10.73772	14.05316	6.08016	4.52522	10.77848	44.87239	15.48092	85.30626	0.67142	73.37456
2018-05-07 18:45:00	8630330696303481198	1.00000	12.41930	8.42413	10.98094	12.64374	15.21968	37.84695	25.86758	96.16161	69.43426	85.29890
2018-05-07 18:46:00	3590433799317661032	1.00000	10.43552	11.60026	10.33102	5.19768	11.08497	60.08451	12.96183	71.20151	82.28156	77.60721
2018-05-07 18:47:00	8630330696303481891	1.00000	12.13053	10.34679	11.01517	11.79936	15.37155	50.96201	45.41055	29.00731	76.60676	88.58752
2018-05-07 18:48:00	359043379931766296	1.00000	11.63643	12.94720	12.12510	11.47322	13.61983	25.41806	1.29323	34.18756	77.40075	53.99167
2018-05-07 18:49:00	8630330696303481750	1.00000	10.17642	14.55458	13.42358	9.21953	9.89220	53.54911	27.16392	47.60894	2.95889	12.40682
2018-05-07 18:50:00	863033069630348453	1.00000	6.03472	12.25752	5.89032	11.13937	9.55317	34.73289	23.62245	19.94551	10.09768	26.63657
2018-05-07 18:51:00	8630330696303481024	0.00000	11.41638	14.75185	13.63879	11.42793	9.82296	53.52947	51.19408	76.93142	27.63551	98.48373
2018-05-07 18:52:00	3590433799317662022	1.00000	11.88393	13.93254	12.97226	12.49197	11.60140	44.90875	7.27449	93.31770	75.64021	32.96098
2018-05-07 18:53:00	863033069630348602	1.00000	11.02101	12.18908	9.61869	11.33287	13.99890	50.07787	16.31967	28.69716	88.94314	98.38906
2018-05-07 18:54:00	3590433799317662287	1.00000	12.13083	12.45481	10.94467	15.27581	13.54508	44.09327	16.00837	79.95881	11.10830	31.75550
2018-05-07 18:55:00	863033069630348800	0.00000	13.90618	10.50837	7.86992	8.71485	13.26526	44.26271	93.81638	60.58489	14.52694	24.25087
2018-05-07 18:56:00	359043379931766346	0.00000	14.29258	9.56063	13.92412	6.49305	17.22163	56.02180	36.77616	81.91374	82.75106	93.35414
2018-05-07 18:57:00	8630330696303481883	1.00000	9.22764	12.16715	6.71621	6.48385	11.43534	53.21119	69.66556	35.81050	60.36803	88.38041
2018-05-07 18:58:00	3590433799317661735	0.00000	11.53443	7.58751	9.41442	9.50702	11.05112	53.97714	83.13662	51.84052	49.79141	7.84373
2018-05-07 18:59:00	8630330696303482451	0.00000	12.50623	6.76100	15.38650	10.00059	12.45549	57.46926	12.49634	90.02829	23.21159	9.35462
2018-05-07 19:00:00	3590433799317661370	0.00000	7.63747	10.18854	8.65733	8.26316	12.34144	49.02693	54.63244	42.23992	15.45660	61.86600
2018-05-07 19:01:00	863033069630348974	0.00000	12.60965	5.92619	9.90817	9.38961	10.77277	50.23569	29.05335	42.49495	15.21438	87.50914
2018-05-07 19:02:00	359043379931766056	0.00000	10.84656	7.74606	11.67535	7.84535	12.35076	49.56540	56.65293	27.62346	78.04130	6.49095
2018-05-07 19:03:00	8630330696303482485	0.00000	12.53226	9.19318	9.53930	9.79276	11.79634	52.94515	75.60856	83.16072	27.72012	57.68057
2018-05-07 19:04:00	359043379931766734	1.00000	14.04991	11.12537	11.64712	14.99412	14.09151	50.38956	9.84223	38.64420	31.30995	48.99242
2018-05-07 19:05:00	863033069630348024	1.00000	11.45379	10.88376	10.24003	13.97305	10.15636	58.10296	95.54085	16.78416	40.69979	29.40053
2018-05-07 19:06:00	359043379931766825	1.00000	5.65563	8.74230	7.41532	12.03110	12.26235	65.82089	34.75332	7.59814	18.96699	15.63505
2018-05-07 19:07:00	3590433799317662295	1.00000	8.82148	12.66653	4.80381	7.21194	8.24787	47.84597	65.00772	16.14751	45.88891	20.55315
2018-05-07 19:08:00	863033069630348107	1.00000	13.42753	7.71093	14.95690	13.58338	7.57943	36.44624	73.82477	72.46809	53.84611	77.03557
2018-05-07 19:09:00	3590433799317662212	0.00000	14.51011	8.14141	9.81383	6.42755	11.60535	57.80438	98.02826	98.48816	61.78483	10.42781
2018-05-07 19:10:00	8630330696303482063	1.00000	12.18759	13.69347	13.85371	15.65922	13.85126	53.85259	19.17113	31.80996	23.75410	50.27091
2018-05-07 19:11:00	3590433799317662394	0.00000	10.64446	5.88262	13.64479	9.45420	13.30078	68.09762	84.70359	23.90995	70.53742	40.01207
2018-05-07 19:12:00	359043379931766973	1.00000	8.53588	11.48110	8.14270	9.03520	14.29860	38.93225	95.69457	17.49134	4.36864	43.97672
2018-05-07 19:13:00	3590433799317661644	0.00000	11.35464	10.26402	10.35794	6.70651	10.26811	51.66740	35.88446	47.38905	16.15169	59.90931
2018-05-07 19:14:00	359043379931766551	1.00000	9.86753	13.64161	6.17598	7.07411	9.57394	41.58077	11.02345	26.73239	82.10973	33.66126
2018-05-07 19:15:00	863033069630348867	1.00000	3.70568	9.53937	7.81051	10.58123	14.83742	55.09300	17.38492	17.94106	54.76615	84.81596
2018-05-07 19:16:00	863033069630348198	1.00000	6.02392	11.23086	6.73790	10.22327	12.84541	42.65238	69.26091	0.89986	64.95574	7.25249
2018-05-07 19:17:00	359043379931766395	0.00000	11.15541	8.85437	11.43201	10.86978	8.03823	34.14322	61.11108	6.14147	28.35064	67.99804
2018-05-07 19:18:00	3590433799317661909	0.00000	10.14244	7.72265	10.55334	11.08594	7.32127	49.28075	92.98079	92.37127	66.92517	51.78339
2018-05-07 19:19:00	8630330696303481677	1.00000	5.32466	11.22545	7.17084	12.55297	11.55842	43.74457	89.28643	67.24098	32.22179	86.89614
2018-05-07 19:20:00	359043379931766544	1.00000	8.15114	11.83365	11.42967	10.16032	14.41718	42.75459	18.63301	33.95742	34.02263	18.00694
2018-05-07 19:21:00	359043379931766270	1.00000	11.87747	11.48296	11.33346	13.73874	14.10693	37.26880	69.76794	23.89109	71.41631	48.28819
2018-05-07 19:22:00	8630330696303481941	0.00000	11.82789	10.05460	13.11533	7.79020	13.68736	50.86482	1.50412	0.58629	75.54260	85.35065
2018-05-07 19:23:00	863033069630348198	0.00000	8.94967	8.58087	19.02941	9.41313	12.37791	54.96391	28.13466	36.21678	6.72267	11.78831
2018-05-07 19:24:00	3590433799317661016	1.00000	10.28802	11.21817	10.59991	7.95812	13.34613	45.12098	92.67308	71.44910	4.49133	22.89393
2018-05-07 19:25:00	359043379931766536	0.00000	11.13510	13.46804	11.65681	14.58892	14.00995	61.77912	20.54981	78.46310	43.18100	1.88410
2018-05-07 19:26:00	3590433799317661040	1.00000	10.38259	13.32837	6.84137	7.37006	8.68918	27.65335	63.79897	27.28075	55.27583	82.73868
2018-05-07 19:27:00	3590433799317661594	0.00000	11.98242	14.37238	12.80054	12.02402	14.07073	27.46911	20.41029	95.46818	57.30074	39.91472
2018-05-07 19:28:00	8630330696303481321	1.00000	3.38417	9.46163	7.84236	12.11020	13.98331	38.15010	41.78965	58.84469	42.41846	49.55950
2018-05-07 19:29:00	863033069630348586	1.00000	8.70646	11.90817	5.79133	6.13412	9.97731	46.79817	1.38189	86.29238	9.94064	48.04674
2018-05-07 19:30:00	3590433799317661172	1.00000	8.68555	13.35950	5.09881	6.45041	9.79338	60.40491	15.32639	18.88765	44.37374	11.76902
2018-05-07 19:31:00	359043379931766064	0.00000	12.65063	13.56206	9.08830	12.78068	10.79700	33.78085	50.60923	5.22174	6.16485	4.18088
2018-05-07 19:32:00	3590433799317662006	1.00000	7.98955	11.66279	8.66087	7.51848	11.88978	31.30147	34.76992	21.61354	29.69359	81.51185
2018-05-07 19:33:00	359043379931766288	0.00000	6.93464	4.34474	11.37122	9.60682	5.99786	61.56378	4.25765	68.28693	94.79262	39.67363
2018-05-07 19:34:00	359043379931766791	1.00000	10.92337	16.85413	14.33925	11.38577	10.06519	44.02533	48.77278	84.02695	64.37928	69.27237
2018-05-07 19:35:00	3590433799317662279	1.00000	12.27850	12.58837	11.85152	11.37323	11.74447	52.44534	83.97113	33.68667	86.29350	72.00012
2018-05-07 19:36:00	8630330696303481974	1.00000	7.95593	12.79548	7.08757	7.65806	11.59814	41.21281	33.03632	80.95583	14.06986	40.96845
2018-05-07 19:37:00	8630330696303481024	1.00000	11.65133	12.59913	11.59260	14.75688	12.14501	59.08376	31.72601	49.44691	39.52874	74.59396
2018-05-07 19:38:00	3590433799317662493	1.00000	10.34175	12.09628	12.36898	10.71825	11.08603	44.67717	22.67014	72.27113	40.21376	16.61319
2018-05-07 19:39:00	8630330696303482204	0.00000	9.98140	6.53407	13.09111	12.55408	6.01824	50.06390	58.38980	85.33504	73.55548	33.85962
2018-05-07 19:40:00	863033069630348891	1.00000	7.44505	11.70877	9.03468	5.99426	12.67196	69.70509	74.87208	47.80446	1.42875	70.89712
2018-05-07 19:41:00	359043379931766627	0.00000	9.78396	6.67131	10.09471	11.78874	5.22953	39.13758	21.04586	36.33659	0.58795	62.23116
2018-05-07 19:42:00	359043379931766692	0.00000	10.69404	9.43962	11.37358	8.55303	11.81233	73.48735	51.84915	31.99077	65.80265	18.33010
2018-05-07 19:43:00	863033069630348966	0.00000	5.86732	11.74979	8.44711	13.13372	13.93756	61.33027	5.97558	50.02261	84.18917	86.04691
2018-05-07 19:44:00	359043379931766593	0.00000	12.18343	4.17453	13.75577	5.46844	12.05530	61.08977	71.70390	70.01867	82.99445	98.04440
2018-05-07 19:45:00	3590433799317661214	0.00000	13.04176	14.31086	10.85906	12.72724	11.84810	62.10135	40.02909	51.77035	11.45871	75.62762
2018-05-07 19:46:00	8630330696303482022	0.00000	11.35609	6.66204	15.73845	9.94406	11.14409	64.82218	0.79710	92.47967	81.96629	49.57531
2018-05-07 19:47:00	863033069630348297	1.00000	6.75189	13.03211	6.64937	8.51220	10.29459	46.32645	17.32423	51.85807	13.46165	19.91558
2018-05-07 19:48:00	3590433799317662311	1.00000	12.74858	11.07562	12.83972	14.76605	13.40252	36.76460	88.87810	41.90000	61.32620	1.31548
2018-05-07 19:49:00	359043379931766734	0.00000	13.93341	9.92341	12.13955	14.28759	7.65671	40.73574	89.55222	15.05653	53.38761	7.11683
2018-05-07 19:50:00	359043379931766759	0.00000	7.00031	6.21344	13.83359	5.23503	8.23467	54.31944	61.29554	59.05496	91.97261	3.79059
2018-05-07 19:51:00	359043379931766775	1.00000	8.16982	10.46600	7.30863	5.58115	11.93023	30.36833	7.04701	29.70503	16.63198	29.23518
2018-05-07 19:52:00	359043379931766130	0.00000	10.77212	10.98093	10.30064	8.85827	9.88511	42.51854	70.34155	73.42501	5.82105	87.12061
2018-05-07 19:53:00	3590433799317661396	0.00000	10.32880	6.76312	12.60197	12.53008	6.96112	53.44130	56.33903	27.02224	28.75815	89.90072
2018-05-07 19:54:00	359043379931766320	1.00000	12.69796	11.09682	11.62934	12.92685	13.41121	43.82432	93.36153	62.00170	70.34518	49.16757
2018-05-07 19:55:00	3590433799317661537	1.00000	7.54938	10.55192	9.33485	8.64356	15.11716	68.45441	3.66837	52.68219	75.26488	49.46749
2018-05-07 19:56:00	863033069630348214	0.00000	10.03431	12.89070	7.76622	7.17503	10.35615	50.35328	50.20351	2.92102	20.59208	17.53013
2018-05-07 19:57:00	8630330696303481859	0.00000	13.99750	6.65333	11.69232	7.38799	16.78980	51.30860	37.27225	76.92726	99.18963	25.59565
2018-05-07 19:58:00	359043379931766981	1.00000	14.87600	14.34505	15.21310	12.53331	14.43008	57.05430	62.44875	36.30594	75.15022	15.52989
2018-05-07 19:59:00	863033069630348123	1.00000	10.55278	14.58090	13.35536	9.35408	10.73271	48.70878	80.25117	97.57003	27.64900	52.30217
2018-05-07 20:00:00	8630330696303481347	1.00000	10.92336	14.17448	8.93041	5.97241	10.14815	33.08904	15.66158	22.52259	1.15385	74.81786
2018-05-07 20:01:00	8630330696303481537	1.00000	13.75446	9.48239	12.54470	13.30949	13.55084	45.86620	22.67039	93.38234	27.62221	51.08475
2018-05-07 20:02:00	8630330696303481453	1.00000	13.89628	9.82433	11.58702	13.01076	14.59009	52.43405	31.89264	0.94242	36.01778	79.15836
2018-05-07 20:03:00	8630330696303481966	1.00000	11.30930	12.69945	13.02229	14.91498	14.17301	40.28273	11.27544	65.68429	98.85509	30.93046
2018-05-07 20:04:00	3590433799317661719	1.00000	12.73042	10.39725	10.25692	11.17148	12.23628	49.25916	16.67300	87.88097	25.26500	94.21830
2018-05-07 20:05:00	8630330696303481081	1.00000	10.13772	12.77364	12.70317	9.18698	10.16496	58.66658	28.74225	18.34819	43.83946	92.99800
2018-05-07 20:06:00	3590433799317661461	0.00000	15.18314	12.65714	6.31174	11.61244	14.20103	58.02933	42.03602	69.77317	97.80473	14.20617
2018-05-07 20:07:00	863033069630348321	0.00000	11.95725	13.14399	12.32991	11.56992	11.51130	66.95602	91.23377	93.24047	51.06348	64.24605
2018-05-07 20:08:00	8630330696303481040	0.00000	11.39718	6.40462	16.12019	7.13691	12.28331	76.95267	10.28098	91.21448	77.83005	14.94953
2018-05-07 20:09:00	8630330696303482089	1.00000	8.56490	11.05785	11.05835	7.06656	14.34585	35.27732	70.14224	19.00530	94.53861	31.75615
2018-05-07 20:10:00	8630330696303481206	1.00000	11.29560	15.01097	9.30804	9.55586	12.75562	43.33162	45.27189	62.88126	40.34189	16.56835
2018-05-07 20:11:00	8630330696303481750	1.00000	11.02191	11.91569	10.67435	7.76561	14.16360	55.76472	98.87451	0.33445	61.89544	17.15831
2018-05-07 20:12:00	8630330696303481602	1.00000	11.10781	12.31318	10.08850	11.79492	13.93778	53.05595	70.17206	2.43662	98.74698	16.86338
2018-05-07 20:13:00	3590433799317662063	1.00000	7.67663	11.32048	10.62001	8.02474	13.59829	53.22200	69.96236	83.74663	27.42251	28.29591
2018-05-07 20:14:00	863033069630348636	1.00000	8.94556	13.06193	10.14897	8.00578	11.21685	55.43922	76.78238	35.35389	40.48791	64.18679
2018-05-07 20:15:00	3590433799317662451	1.00000	8.45881	11.96188	6.86213	8.06569	11.20151	61.73528	92.10712	95.08003	54.30577	59.68415
2018-05-07 20:16:00	8630330696303482188	0.00000	12.69472	10.64518	9.69701	9.58365	12.20238	49.48734	45.98059	74.44351	70.77516	37.63498
2018-05-07 20:17:00	3590433799317661214	0.00000	10.09233	7.95172	13.50451	13.08975	7.22726	57.31756	99.37155	19.58803	22.86020	18.67286
2018-05-07 20:18:00	359043379931766965	0.00000	9.37936	6.56241	11.60519	13.56923	4.84675	42.65136	44.60274	44.60173	31.60193	2.78452
2018-05-07 20:19:00	3590433799317661628	1.00000	13.00784	14.01769	15.46290	14.44162	12.59734	60.27517	64.10968	44.82633	81.32556	7.87736
2018-05-07 20:20:00	8630330696303481370	1.00000	11.52829	11.54200	11.28521	8.64300	10.67252	23.97713	35.16581	24.49765	3.63208	65.09925
2018-05-07 20:21:00	863033069630348818	1.00000	13.13693	11.25400	10.75923	12.99645	12.61760	68.36048	46.10032	11.90423	32.36440	0.37539
2018-05-07 20:22:00	3590433799317662329	1.00000	9.32018	12.88025	10.83523	11.12996	13.25401	58.04232	12.74454	82.47527	17.72989	39.73306
2018-05-07 20:23:00	359043379931766148	1.00000	11.52868	11.32737	14.24436	14.58588	13.66203	27.44744	7.91244	26.06177	17.94295	1.52286
2018-05-07 20:24:00	3590433799317662279	0.00000	10.25826	9.83990	9.04087	7.53789	10.37597	36.64058	63.05235	99.43481	94.31361	84.59741
2018-05-07 20:25:00	359043379931766478	1.00000	4.28619	10.38548	9.20896	12.85744	13.35731	35.23266	24.17690	7.73680	33.69142	71.87172
2018-05-07 20:26:00	3590433799317662246	1.00000	5.45462	10.12727	6.36512	9.06916	10.90429	71.88124	61.96656	65.83735	84.63565	77.95332
2018-05-07 20:27:00	3590433799317661479	1.00000	9.07677	12.82457	7.49594	9.09418	12.35244	37.34663	27.88909	16.50995	44.07614	58.85434
2018-05-07 20:28:00	3590433799317662063	0.00000	13.99219	8.87243	11.94162	11.92167	7.10757	15.77435	35.33103	61.06695	90.73802	55.55660
2018-05-07 20:29:00	8630330696303481388	1.00000	13.74489	9.42277	11.59398	14.00928	6.61534	77.73803	65.66375	55.32883	40.24892	9.47329
2018-05-07 20:30:00	359043379931766023	0.00000	14.66682	9.29151	11.08364	8.97449	15.80880	41.08113	49.01770	9.06120	85.47140	32.91476
2018-05-07 20:31:00	3590433799317662469	1.00000	12.36938	10.37426	9.92959	14.30009	14.55893	57.29532	92.98071	83.47522	24.23961	67.83442
2018-05-07 20:32:00	3590433799317662360	1.00000	13.44324	11.12912	11.87067	14.71632	13.90785	38.94526	22.64549	66.87602	94.54088	46.07219
2018-05-07 20:33:00	3590433799317661818	1.00000	9.44838	13.25493	10.30891	8.33029	12.79561	59.70541	41.22792	17.55567	91.68100	39.20572
2018-05-07 20:34:00	863033069630348354	1.00000	6.82429	11.70678	8.12500	7.16750	9.70664	43.42962	10.55928	86.23906	8.12603	6.44077
2018-05-07 20:35:00	359043379931766510	0.00000	13.16487	10.18858	12.79710	11.21666	7.26426	49.85334	75.92341	31.09471	83.65819	90.08433
2018-05-07 20:36:00	359043379931766791	0.00000	14.29293	11.05597	11.10545	12.11923	12.95309	58.40795	62.34396	85.31586	16.02541	80.76274
2018-05-07 20:37:00	359043379931766098	1.00000	9.30393	10.70407	9.40238	7.69159	10.87710	48.14692	47.80871	17.58646	17.30329	88.44622
2018-05-07 20:38:00	8630330696303481479	1.00000	11.22305	13.27794	11.30112	14.29498	11.14504	58.45435	4.05059	9.05777	78.32618	85.29089
2018-05-07 20:39:00	3590433799317662089	0.00000	11.87826	9.25546	12.81386	10.73455	7.66843	42.60392	88.52203	36.47155	65.77751	22.55617
2018-05-07 20:40:00	359043379931766452	1.00000	10.90619	11.97793	9.83367	6.46857	9.83901	53.27530	43.85916	19.07647	50.87559	23.90012
2018-05-07 20:41:00	863033069630348677	1.00000	11.83695	11.38541	11.17004	10.02100	11.09927	52.73769	38.16062	68.74105	19.38341	55.47702
2018-05-07 20:42:00	8630330696303482154	1.00000	13.07574	10.76196	11.90304	11.40887	13.50164	41.45608	55.49091	16.14388	3.71724	32.39158
2018-05-07 20:43:00	8630330696303481263	1.00000	11.35853	12.02195	12.89403	13.16977	12.60773	57.98613	79.03109	74.94808	35.13520	93.23432
2018-05-07 20:44:00	8630330696303481966	0.00000	13.96645	8.00080	14.44927	10.06434	9.93571	33.62406	84.21421	51.02155	27.39836	72.02907
2018-05-07 20:45:00	3590433799317661362	1.00000	8.20231	13.62916	7.78970	8.49520	10.94555	59.14740	43.71041	71.05028	20.60074	60.07766
2018-05-07 20:46:00	8630330696303481685	1.00000	12.89684	14.09996	14.85620	10.51659	9.44227	15.25774	25.33160	72.64059	65.58233	48.47307
2018-05-07 20:47:00	863033069630348107	0.00000	9.22681	10.75491	11.87935	12.09856	12.18702	62.02170	58.39570	72.36565	62.82106	51.80814
2018-05-07 20:48:00	359043379931766437	0.00000	12.13588	7.33384	13.58796	11.29809	14.00058	49.54414	68.21001	4.09319	15.20934	53.94759
2018-05-07 20:49:00	863033069630348065	1.00000	7.44840	12.35049	6.84840	8.71389	11.64393	46.79524	25.39193	41.51872	80.37412	89.90675
2018-05-07 20:50:00	863033069630348438	1.00000	8.44102	12.92217	6.72684	9.63896	12.06993	36.23390	62.91891	90.00692	30.13428	7.31739
2018-05-07 20:51:00	359043379931766866	1.00000	8.53152	12.14925	6.06913	7.86593	12.01884	43.09329	4.33030	95.63408	63.77257	63.78952
2018-05-07 20:52:00	3590433799317661164	0.00000	7.50249	7.43020	10.67367	8.38148	9.41887	55.65058	74.09855	35.58801	20.26458	18.21968
2018-05-07 20:53:00	3590433799317661594	1.00000	9.70850	15.31137	7.63051	9.14658	10.07312	73.52047	23.78778	22.46630	63.27041	39.08439
2018-05-07 20:54:00	359043379931766817	1.00000	11.74189	14.30318	12.77401	12.63769	8.81287	69.81133	35.63275	92.13469	17.56885	37.75844
2018-05-07 20:55:00	863033069630348024	1.00000	10.81161	15.37864	17.05808	11.30248	7.47784	42.50494	62.92735	29.61063	88.32063	97.08304
2018-05-07 20:56:00	359043379931766510	0.00000	11.38107	9.55356	7.50070	8.60511	11.95212	64.01090	42.15760	63.54450	93.95965	52.13341
2018-05-07 20:57:00	8630330696303481420	0.00000	9.57192	11.78599	10.81408	11.14583	12.85081	32.32140	87.26367	92.29546	53.74357	6.54874
2018-05-07 20:58:00	3590433799317662147	1.00000	6.97212	13.63659	9.35276	10.59138	11.86011	37.27567	25.94598	44.92958	42.71231	91.36999
2018-05-07 20:59:00	8630330696303481974	1.00000	9.34298	12.68876	13.63308	6.90651	13.53156	42.82818	78.03799	98.17518	11.21918	81.16186
2018-05-07 21:00:00	863033069630348446	1.00000	8.80585	13.69312	6.83614	8.02783	9.60762	69.18740	59.33158	2.19341	13.74403	22.91143
2018-05-07 21:01:00	3590433799317661529	1.00000	12.42080	11.07413	12.08738	12.65843	12.11223	44.80633	21.31717	41.75597	66.09855	79.58061
2018-05-07 21:02:00	3590433799317661115	1.00000	10.78266	13.33077	9.70344	5.71810	12.83597	56.36071	35.80197	62.44428	81.10681	97.58787
2018-05-07 21:03:00	3590433799317661693	0.00000	9.52708	12.45374	6.35378	9.51913	11.81472	71.87065	86.57951	97.75878	11.03248	25.75377
2018-05-07 21:04:00	8630330696303481891	1.00000	8.66502	12.48321	10.60906	11.61127	15.47910	67.95822	93.42691	89.27757	92.60249	91.05897
2018-05-07 21:05:00	863033069630348578	1.00000	12.09347	10.37181	12.89174	9.73196	11.94160	37.77953	86.32976	0.70427	58.54363	65.96661
2018-05-07 21:06:00	8630330696303481826	1.00000	9.70595	13.64005	9.49645	8.40480	12.38314	51.92808	25.12166	68.69193	23.63907	69.83132
2018-05-07 21:07:00	359043379931766858	1.00000	9.49559	12.54834	7.61293	6.09190	10.80106	49.06288	25.49859	98.02204	16.34990	33.69354
2018-05-07 21:08:00	863033069630348586	0.00000	11.27976	4.78038	14.63964	6.11779	9.09682	21.57321	57.72830	18.35542	64.47102	20.07769
2018-05-07 21:09:00	8630330696303482014	1.00000	6.67490	10.06563	9.21828	8.16953	11.18273	26.15414	21.76521	91.69975	44.67240	32.58422
2018-05-07 21:10:00	8630330696303481420	1.00000	10.69811	14.82012	15.34112	9.28340	9.55947	70.32655	42.87897	99.23710	81.55448	61.37166
2018-05-07 21:11:00	3590433799317662220	1.00000	7.31909	10.86315	10.39301	6.92408	12.17922	52.98309	48.44813	69.53250	53.66081	17.31730
2018-05-07 21:12:00	863033069630348735	1.00000	7.42442	11.73326	11.19498	9.24562	9.46157	41.53628	38.18435	9.85839	6.81218	23.66796
2018-05-07 21:13:00	359043379931766049	0.00000	13.14532	6.05268	10.96160	9.73941	10.74390	40.97254	48.97427	67.65403	23.72578	97.41862
2018-05-07 21:14:00	8630330696303482089	0.00000	12.76368	9.47510	11.60641	9.35098	9.76354	64.07497	38.79515	89.84647	88.52295	77.26440
2018-05-07 21:15:00	359043379931766700	1.00000	12.64055	13.59107	9.63388	9.25252	12.97651	46.71871	10.51580	45.55513	97.92432	41.19794
2018-05-07 21:16:00	863033069630348776	0.00000	12.17074	8.57657	13.92382	7.38522	11.44456	44.20363	6.26198	65.11592	88.61066	73.87263
2018-05-07 21:17:00	8630330696303481859	0.00000	13.22307	5.69641	14.08055	9.18752	10.27440	37.85916	65.80417	21.35767	87.21027	28.10838
2018-05-07 21:18:00	8630330696303481610	1.00000	6.47318	12.38734	8.21795	9.18089	10.68049	49.56198	13.80487	73.18950	89.52511	98.62766
2018-05-07 21:19:00	863033069630348453	0.00000	7.06752	11.07044	9.92842	8.41255	13.51436	42.10581	29.24078	22.21170	35.11422	99.52109
2018-05-07 21:20:00	3590433799317662386	0.00000	3.55874	11.76339	7.25642	11.39395	12.78648	41.92729	76.25384	8.32649	40.70701	48.46226
2018-05-07 21:21:00	359043379931766429	1.00000	12.55044	12.25399	12.49092	12.29134	10.84065	74.54010	42.60004	36.01678	30.66794	9.86445
2018-05-07 21:22:00	8630330696303482386	0.00000	13.50794	7.06545	15.55120	11.12007	9.72041	39.15929	92.01914	6.72382	57.76757	92.42892
2018-05-07 21:23:00	863033069630348461	0.00000	15.54730	9.90606	10.19180	10.73211	10.30346	65.97760	88.09514	58.84327	12.87156	98.53791
2018-05-07 21:24:00	863033069630348164	1.00000	7.83092	13.50234	6.02415	9.55559	9.32254	56.70862	80.55775	13.76449	20.51215	64.14219
2018-05-07 21:25:00	3590433799317661867	1.00000	11.27375	16.65050	14.45716	12.87075	11.63003	33.53683	42.09125	74.54054	42.05757	24.73774
2018-05-07 21:26:00	359043379931766544	1.00000	12.54653	11.06509	11.27118	12.53873	13.25422	48.96887	75.53784	7.13349	71.76689	20.77632
2018-05-07 21:27:00	8630330696303481297	1.00000	7.32366	11.62721	6.96229	8.95310	11.52839	39.60704	82.06607	73.49322	48.45439	3.36910
2018-05-07 21:28:00	3590433799317661560	0.00000	13.16903	6.92063	14.36591	10.50196	6.98554	41.70553	14.21367	96.97656	32.08690	32.22774
2018-05-07 21:29:00	359043379931766528	1.00000	6.27519	12.15217	7.30355	10.16944	12.67383	72.65633	98.53543	6.11906	80.80356	21.56694
2018-05-07 21:30:00	359043379931766783	1.00000	13.56617	14.02631	11.94851	9.80250	10.38329	60.30283	4.64227	16.66252	70.68093	28.82504
2018-05-07 21:31:00	863033069630348388	1.00000	11.60534	10.83774	13.43015	11.28074	11.04405	55.18387	72.96439	19.12908	18.23899	45.21749
2018-05-07 21:32:00	359043379931766924	1.00000	9.70680	11.89480	7.02786	10.05287	10.46180	54.65029	35.63707	6.66958	41.33588	34.10125
2018-05-07 21:33:00	3590433799317661461	0.00000	11.28154	9.61525	12.10364	11.65438	10.38066	39.04185	86.41001	63.89237	6.96466	21.51206
2018-05-07 21:34:00	8630330696303481602	0.00000	10.74090	9.08226	9.72716	7.45789	12.94929	41.68222	10.58512	66.89532	68.19405	10.71388
