ts	imei	mwra	p.system	p.android.gm	p.android.settings	p.android.chrome	p.android.packageinstaller	p.android.documentsui	p.android.externalstorage	p.android.vending	p.olauncher	p.android.defcontainer	p.dogalize	p.browser.provider	p.notifier	p.gms.persistent	p.inputmethod.latin	p.katana	p.google	p.process.gapps	p.android.gms	p.simulator
2018-05-05 18:32:00	3590433799317661313	0.00000	14.05256	12.68454	8.72707	8.86680	12.32097	14.21497	10.80929	43.42429	0.10542	58.99715	45.81664	52.23023	49.50707	21.02840	70.73896	40.15476	16.71945	57.43296	51.23381	66.83437
2018-05-05 18:33:00	863033069630348339	0.00000	11.43794	7.33921	8.76208	7.57591	10.90685	10.79170	13.57049	40.47179	0.00090	65.86875	60.82605	45.16784	48.43685	93.65866	12.34546	60.58490	24.10958	52.60889	88.54521	88.29892
2018-05-05 18:34:00	8630330696303482295	0.00000	12.15787	12.68200	8.06242	8.43943	10.46500	15.11877	8.25159	60.23404	0.10491	62.37647	46.05343	46.98205	57.98122	2.97821	49.37482	21.50936	87.83730	28.45517	53.68695	8.22624
2018-05-05 18:35:00	8630330696303482402	0.00000	11.79004	11.67662	8.18295	7.27812	11.53641	11.09464	9.45068	60.91186	0.03903	51.37972	70.50065	46.89370	90.95962	35.89255	16.98993	52.18659	66.68947	68.63002	96.74323	17.41521
2018-05-05 18:36:00	3590433799317661313	1.00000	7.26917	7.93996	11.09038	7.22605	10.22956	7.44740	14.31780	71.30832	0.00100	41.53807	65.68507	30.52373	50.91902	27.62766	29.31870	98.14902	94.75059	49.99655	3.85038	36.87895
2018-05-05 18:37:00	863033069630348610	1.00000	14.10142	9.74799	11.38738	14.21530	11.78886	11.89699	9.68417	42.97217	0.00600	61.53986	22.58096	31.36619	57.07862	59.60915	42.91099	64.58455	95.44135	10.77627	58.12564	88.13234
2018-05-05 18:38:00	3590433799317662337	1.00000	9.61526	8.82009	8.71593	15.85117	15.91357	8.27555	11.31946	36.20379	0.00275	48.11052	51.80626	41.22719	39.45975	26.27710	68.57158	85.43817	27.66268	23.19853	64.18450	87.20663
2018-05-05 18:39:00	8630330696303481297	1.00000	9.41968	8.35104	7.26049	10.94632	8.94338	5.23782	12.72365	35.73925	0.00176	50.12211	47.46401	42.42732	5.71157	45.28918	31.11993	58.15686	48.17270	22.21392	71.51683	8.37892
2018-05-05 18:40:00	3590433799317662329	1.00000	7.47979	8.05335	8.38556	12.68254	14.19333	7.76549	9.97325	45.88576	0.00124	45.17969	50.95713	56.62912	56.98574	20.57923	92.34725	83.18399	61.63031	47.13224	71.81511	99.70027
2018-05-05 18:41:00	3590433799317661784	1.00000	9.79484	11.29841	8.87918	13.14683	11.86254	9.84665	11.44705	52.05363	0.02667	74.64736	62.09148	46.97832	64.44040	70.72617	20.74739	59.58398	67.09142	65.14734	86.12541	70.57789
2018-05-05 18:42:00	359043379931766775	0.00000	10.12658	10.66316	7.04931	9.11742	11.78188	11.41473	11.59544	49.69639	0.01417	80.78586	36.46382	55.68156	22.82930	73.93718	2.19393	41.22600	47.09798	80.01632	65.34209	13.96658
2018-05-05 18:43:00	8630330696303481446	1.00000	12.52519	7.26838	14.04435	8.10470	14.24720	8.82116	7.98852	32.70692	0.00089	27.81064	55.24251	62.98087	64.28355	55.12087	13.55789	96.96746	64.68827	84.19044	76.33533	8.94281
2018-05-05 18:44:00	3590433799317661743	0.00000	18.05312	4.01891	11.34227	5.93581	11.24882	9.80602	7.88369	37.32314	0.00044	62.96601	49.37821	63.35882	97.65897	0.27453	4.96426	46.17375	14.81123	62.42418	31.56705	71.74010
2018-05-05 18:45:00	359043379931766627	0.00000	15.74258	7.38849	8.79220	6.91194	12.77653	10.33709	7.32695	41.32361	0.00063	34.33272	55.87921	35.29595	88.58399	52.64039	82.80791	68.64900	42.24222	12.49107	50.85937	19.01552
2018-05-05 18:46:00	3590433799317661602	1.00000	9.69704	3.15978	10.42556	6.28048	7.78508	10.81135	11.68406	45.80481	0.00041	59.18265	39.11343	56.13735	32.27343	69.92633	91.78575	3.24577	83.51229	10.37694	73.74673	58.49530
2018-05-05 18:47:00	3590433799317662113	1.00000	9.43043	12.27712	5.79706	14.18243	10.93592	8.71928	11.14978	46.74280	0.07000	62.25057	52.87365	46.49487	92.23132	38.60230	69.34631	47.32699	85.77025	25.32965	85.52322	32.77379
2018-05-05 18:48:00	863033069630348768	1.00000	7.54155	7.84625	8.35092	11.14234	11.83644	9.24541	12.58110	41.20255	0.00130	78.82737	39.24266	31.96398	64.64445	47.84067	99.50360	37.20464	37.23486	80.95410	10.47394	81.07515
2018-05-05 18:49:00	3590433799317662428	1.00000	9.03609	8.72673	7.52920	9.50285	13.38179	6.15093	12.55807	74.82796	0.00277	50.79098	68.87820	54.91154	27.08904	79.88578	55.10156	56.43322	43.54239	3.24207	0.39983	59.83106
2018-05-05 18:50:00	863033069630348578	0.00000	13.15484	18.71344	8.27674	5.44830	9.11194	11.92468	10.83210	66.81847	43.49103	45.38115	42.94922	37.04010	47.22522	56.21104	13.52469	43.18801	0.18637	98.57055	8.34090	44.81523
2018-05-05 18:51:00	3590433799317662394	0.00000	11.76897	7.61444	10.94293	8.71728	13.66406	11.73686	10.94107	33.70661	0.00092	26.23054	24.94095	57.74899	76.11502	1.47292	58.71880	61.06770	42.17504	47.92318	25.13263	12.71178
2018-05-05 18:52:00	3590433799317661867	1.00000	9.37907	8.29543	6.96638	12.71773	13.26828	8.86945	11.59146	50.80386	0.00191	55.78305	52.04933	52.38122	76.55959	1.88642	32.26241	45.26021	40.72661	22.89559	54.57723	65.23094
2018-05-05 18:53:00	8630330696303481271	0.00000	13.88501	7.85567	8.50394	8.58307	13.35934	11.27578	8.21553	59.77399	0.00115	38.01112	59.56254	55.24935	7.00501	36.15777	7.63334	78.94886	3.98724	0.54369	6.11826	90.72219
2018-05-05 18:54:00	3590433799317662139	1.00000	10.25681	7.60658	11.81937	8.39300	14.14363	7.45880	8.87335	39.82428	0.00113	74.19652	73.93688	53.36703	62.97341	18.12372	56.78342	74.93535	96.81804	17.03494	78.62696	67.87913
2018-05-05 18:55:00	359043379931766924	1.00000	8.96265	9.68994	7.75753	11.19116	9.37208	9.15172	12.46198	37.95940	0.00583	16.59104	46.38646	36.69746	22.93131	39.85914	75.76353	19.53197	40.77094	39.24595	17.97027	55.92293
2018-05-05 18:56:00	863033069630348594	1.00000	7.60392	12.52633	9.41073	13.78818	15.14918	8.83680	11.31709	46.65281	0.08954	50.22249	62.53726	44.99787	58.25039	99.08898	57.72606	1.78240	79.22963	69.06867	6.86286	21.41867
2018-05-05 18:57:00	3590433799317662154	1.00000	5.53317	6.36254	10.00233	16.35492	18.00070	3.52021	9.76959	47.37527	0.00043	55.10570	65.98299	7.20017	33.06838	83.89415	22.42967	76.80387	11.22019	90.81151	46.65231	87.02161
2018-05-05 18:58:00	863033069630348016	0.00000	12.31385	9.07270	6.41042	10.70965	12.30116	10.83849	13.46620	55.51670	0.00344	62.59659	17.73672	40.50644	20.73381	4.47635	75.80144	6.25388	7.59518	86.65350	59.45952	62.89289
2018-05-05 18:59:00	8630330696303482196	1.00000	10.29409	5.84852	11.85303	9.15842	9.42436	6.02690	6.07645	44.75268	0.00047	33.22851	60.94450	46.62796	55.41731	95.30747	35.90395	37.94507	95.06296	82.81118	18.73400	47.37712
2018-05-05 19:00:00	863033069630348354	1.00000	4.68148	10.12344	8.92559	10.08011	10.02896	5.91555	7.32252	45.60284	0.00863	35.81095	37.08845	50.33546	64.81303	13.00611	54.23911	44.51148	24.82678	2.71028	28.22605	45.62927
2018-05-05 19:01:00	359043379931766205	0.00000	9.75751	7.32371	8.75401	9.48780	12.66201	10.56116	12.29696	22.61237	0.00065	59.79568	25.10279	61.00152	8.12376	71.15065	88.86496	18.32391	10.06208	27.97241	75.75082	45.45554
2018-05-05 19:02:00	8630330696303482394	0.00000	14.15510	6.54187	6.58142	7.76744	12.91442	12.54890	13.16863	31.73486	0.00065	66.57254	61.36146	44.94156	89.38797	29.53174	40.93612	17.10161	84.93350	49.47709	82.74583	72.34995
2018-05-05 19:03:00	359043379931766270	1.00000	8.26838	6.78957	6.79586	15.22402	11.98384	4.77373	10.09073	46.76135	0.00099	51.48532	49.10609	44.24831	10.87059	84.95987	13.60465	50.04989	49.22279	58.58230	64.47971	16.68740
2018-05-05 19:04:00	8630330696303482147	0.00000	10.12156	10.04390	6.61731	6.25292	12.16317	11.62236	11.87412	64.76642	0.00809	32.79043	42.67836	38.33119	10.30576	50.91333	74.89858	14.30452	1.40100	45.12338	17.96681	77.84841
2018-05-05 19:05:00	8630330696303481909	1.00000	7.78846	6.74993	11.77717	6.90139	10.48029	8.79323	7.70856	58.20505	0.00050	55.34120	52.41902	39.51524	37.29977	22.73016	53.24106	90.33789	58.42631	43.81929	1.13049	60.08108
2018-05-05 19:06:00	3590433799317661495	0.00000	12.93393	6.77079	9.21265	6.73656	13.35163	10.62120	9.34804	40.61879	0.00087	58.82100	54.91520	49.66561	14.62458	57.70179	37.63716	40.86902	53.84346	74.72961	71.62676	43.36751
2018-05-05 19:07:00	8630330696303482410	0.00000	9.46731	7.35846	14.08792	4.19952	14.71027	9.55304	9.24674	49.32901	0.00120	69.83098	57.10017	45.92762	78.95713	12.58800	10.84755	55.52681	42.18057	61.93706	49.14862	2.12693
2018-05-05 19:08:00	3590433799317662303	0.00000	11.18231	13.84385	9.84618	8.67235	12.00908	10.05719	8.27118	39.58603	0.33407	51.90582	58.03520	36.00333	21.49542	30.55490	18.42082	32.38114	11.94942	69.15221	74.05315	91.10831
2018-05-05 19:09:00	8630330696303481636	1.00000	5.17357	8.41317	12.67108	8.97957	13.17491	8.47954	8.97866	52.89486	0.00191	66.53799	59.46308	52.33885	43.48625	66.82622	45.68205	30.66134	46.06398	44.56971	59.23847	35.10467
2018-05-05 19:10:00	863033069630348487	1.00000	6.23995	11.99954	9.02315	10.43409	12.82243	10.68961	14.14995	47.84250	0.05346	40.07364	66.45316	48.25546	64.36022	42.38952	74.76794	61.09184	86.42992	2.13641	16.38797	22.97306
2018-05-05 19:11:00	359043379931766411	0.00000	14.49382	7.85199	8.28131	7.93848	12.11345	10.12684	13.52392	51.21264	0.00149	44.52255	36.30400	25.99732	88.54898	93.66915	38.35731	73.08188	2.96546	54.65128	53.94662	8.05478
2018-05-05 19:12:00	8630330696303481891	1.00000	8.87001	8.03520	9.93932	8.11827	10.94721	9.12432	13.64218	63.11129	0.00149	50.94129	26.62368	49.13949	25.27303	82.14785	46.91701	98.53768	60.69432	76.81849	97.80173	86.85305
2018-05-05 19:13:00	359043379931766841	1.00000	9.56909	8.41764	7.22651	8.83787	8.55653	10.86516	15.30395	63.06724	0.00193	38.15790	45.59508	54.32218	62.71524	82.34841	82.03270	32.12470	64.18644	14.52653	27.98455	30.15653
2018-05-05 19:14:00	8630330696303481396	1.00000	11.50130	6.47935	11.33572	12.64267	9.10167	6.45338	9.82774	38.99856	0.00091	48.85198	63.61912	57.31366	64.70446	77.47581	33.60327	24.59986	37.86613	92.97123	72.51476	71.24181
2018-05-05 19:15:00	8630330696303482139	1.00000	5.95211	7.15924	11.29338	11.14162	15.73089	9.71668	11.87342	34.67819	0.00089	62.54719	69.89043	51.58120	6.77101	83.12051	98.56297	63.81034	66.10317	7.69085	82.96498	14.53330
2018-05-05 19:16:00	8630330696303482154	0.00000	15.99914	10.02277	7.96158	12.77558	11.42563	9.20165	12.94851	47.33766	0.00785	53.58017	47.33997	41.54244	76.38681	56.30901	70.78682	47.05393	32.91449	79.05652	28.48251	86.70899
2018-05-05 19:17:00	359043379931766841	0.00000	11.65622	12.43969	6.80533	7.07903	11.73241	11.13968	7.96348	60.31950	0.08262	77.02472	44.08866	46.67725	65.97939	53.38054	2.93647	5.55318	34.60047	23.39743	75.39221	51.05968
2018-05-05 19:18:00	863033069630348107	1.00000	6.20981	6.02630	13.71365	9.17113	10.81305	6.71220	7.75397	31.62643	0.00061	62.31742	48.04620	38.53112	38.18503	10.85735	96.61297	42.69840	52.67827	95.84372	53.00993	37.51578
2018-05-05 19:19:00	8630330696303482303	1.00000	9.98707	6.63441	9.24343	13.50393	13.04938	11.61399	10.51322	40.99057	0.00083	47.84769	39.46288	35.01803	95.63881	88.92585	60.80142	91.09117	82.85286	49.71712	55.05249	47.74569
2018-05-05 19:20:00	3590433799317661925	0.00000	10.80067	11.12914	9.12697	9.49103	12.84992	11.65436	8.19909	57.43013	0.02230	46.25640	35.75452	35.47332	5.03374	46.14961	91.07706	39.84864	65.59349	2.51306	64.64638	23.96264
2018-05-05 19:21:00	8630330696303482337	1.00000	7.33161	9.92798	11.33036	9.93265	12.80513	10.01617	10.66443	49.78547	0.00724	50.41535	60.01328	43.82539	82.04672	19.24037	1.74157	96.46508	16.67236	19.08909	43.03797	65.95946
2018-05-05 19:22:00	8630330696303481594	0.00000	10.51124	5.25636	6.46700	6.17357	13.39451	13.49903	13.06829	52.93916	0.00049	39.87595	41.76290	39.71672	85.15837	19.08825	5.59469	94.33816	90.86521	3.56578	11.87907	45.14654
2018-05-05 19:23:00	8630330696303482246	1.00000	7.26354	9.10800	7.99552	10.44205	12.35267	10.10895	13.48698	51.73918	0.00343	54.42254	34.95979	51.88009	32.32618	49.79224	33.74232	37.75513	90.35072	99.58102	49.41214	70.43979
2018-05-05 19:24:00	3590433799317662394	1.00000	5.66686	10.87513	12.31364	7.52424	14.04596	9.80304	9.79344	64.52002	0.01758	52.29058	46.23580	43.40096	36.94916	44.67054	65.11578	88.96821	70.89798	76.00426	53.83018	28.55240
2018-05-05 19:25:00	359043379931766049	1.00000	9.94571	7.74516	3.60698	11.44562	10.40241	8.18134	14.31794	67.63653	0.00089	47.56935	51.47602	52.12191	33.85632	66.21852	72.43583	5.57902	11.88447	72.77909	26.94932	52.96317
2018-05-05 19:26:00	359043379931766098	1.00000	11.44731	6.95395	9.81534	12.35300	10.85073	4.92653	7.50454	35.30385	0.00075	49.79073	40.94766	49.58913	94.18607	18.25716	71.02130	71.43053	27.30584	57.00363	67.92234	11.90945
2018-05-05 19:27:00	359043379931766114	0.00000	8.81585	10.19121	7.81676	7.17570	12.44440	12.25705	11.06755	75.84692	0.00914	52.74541	37.33248	58.60682	45.71468	61.65813	96.83671	24.92817	92.15258	91.11995	51.57525	29.99872
2018-05-05 19:28:00	3590433799317662246	1.00000	10.90856	10.41653	11.86699	9.19124	14.59727	9.08534	8.52838	59.88688	0.01134	62.56023	65.62658	38.17407	23.78741	66.22703	17.47384	13.60761	56.78048	39.43204	6.13802	36.84408
2018-05-05 19:29:00	3590433799317661370	1.00000	12.19091	10.09588	7.65829	11.81552	9.19380	10.51483	12.13842	54.01456	0.00825	81.97515	59.41083	40.68006	12.31188	2.10361	18.52179	69.86799	81.26628	90.42763	54.21126	61.76626
2018-05-05 19:30:00	863033069630348354	0.00000	13.01050	11.35862	7.53768	10.41717	11.81075	10.30181	11.23391	57.91307	0.02800	43.62041	41.35098	56.84373	80.71486	80.24869	46.19001	12.49274	34.81505	63.84815	28.81273	84.04535
2018-05-05 19:31:00	3590433799317662113	0.00000	7.80666	10.92747	6.46478	12.92229	13.81093	8.51625	12.76733	63.74639	0.01861	47.35240	48.45372	57.15474	16.25069	23.48354	45.54593	98.43496	23.37655	71.98958	39.51761	74.14521
2018-05-05 19:32:00	863033069630348867	0.00000	11.92354	8.31107	11.07207	7.11244	10.97184	13.09125	12.72195	38.56843	0.00157	60.31085	55.92604	55.67626	94.52933	32.03390	23.63249	32.99706	72.72464	29.24176	29.07506	10.30121
2018-05-05 19:33:00	8630330696303481677	1.00000	7.87995	11.24491	4.75933	13.19999	12.05973	14.34457	10.23206	51.23309	0.02524	67.71813	60.47545	33.41952	92.64892	73.03162	12.23687	83.68889	64.46384	69.80064	42.19974	71.58333
2018-05-05 19:34:00	8630330696303481958	0.00000	12.59961	7.25078	8.88231	7.83606	11.97129	11.72703	11.74774	77.27653	0.00091	58.28957	70.83438	47.41247	32.07457	89.28889	22.21262	14.07356	8.14500	84.78347	24.81133	7.93777
2018-05-05 19:35:00	359043379931766726	0.00000	7.10337	6.92528	11.15909	8.09947	11.09755	7.46290	7.80724	61.52739	0.00085	74.39016	34.06781	31.54776	65.56817	91.87856	86.79868	48.97672	79.17553	37.01401	27.42220	8.63928
2018-05-05 19:36:00	8630330696303481123	1.00000	9.97828	9.75799	12.94045	7.17994	13.09393	10.32822	9.35686	44.83535	0.00602	55.50662	71.19677	45.35024	19.46332	78.14793	17.32742	76.10883	26.29264	97.06308	26.14038	28.05457
2018-05-05 19:37:00	359043379931766916	1.00000	7.34200	10.91079	10.63921	10.78102	11.02795	10.26129	7.89441	58.90213	0.01810	56.54592	54.88935	47.71625	91.25430	47.74737	87.67045	57.33313	55.87581	36.96672	98.21836	74.98403
2018-05-05 19:38:00	359043379931766098	1.00000	8.61506	9.05495	10.78736	9.05919	14.19091	7.46688	8.72196	58.12837	0.00293	31.69059	75.23499	59.15257	67.01531	21.94239	47.39378	4.02648	48.69417	23.30835	78.08389	50.50442
2018-05-05 19:39:00	359043379931766932	1.00000	7.78088	9.53475	8.74415	9.14929	11.52266	9.66589	10.28768	37.51767	0.00503	49.40834	68.36753	53.66636	13.45376	61.03961	5.01562	1.29836	46.63615	73.90201	98.01983	82.03248
2018-05-05 19:40:00	863033069630348289	0.00000	11.59440	14.52782	8.61151	7.61903	9.35214	14.02415	8.67273	52.06672	0.66208	51.51386	51.26953	39.43484	26.28436	13.33698	87.95744	64.25003	99.69850	96.24687	12.83700	32.02737
2018-05-05 19:41:00	8630330696303481651	1.00000	12.03705	7.81315	15.96070	7.32218	11.99247	8.95944	7.12714	57.46170	0.00147	36.30023	31.82707	35.36838	22.30303	69.09682	92.81025	92.14783	60.80098	97.71727	35.05787	34.36244
2018-05-05 19:42:00	359043379931766106	1.00000	8.01617	4.28490	13.94661	12.30296	12.02721	3.07991	9.75599	54.57679	0.00048	59.08381	37.60417	49.90020	52.41609	12.07407	56.13838	61.71597	38.93217	49.52529	38.59132	49.71321
2018-05-05 19:43:00	8630330696303482378	0.00000	9.65209	12.06243	5.17039	9.20713	12.19450	10.18084	6.38749	51.58141	0.05644	65.87508	60.86361	54.48743	0.85650	91.29057	50.59473	29.27553	24.21944	11.11681	94.78602	23.08665
2018-05-05 19:44:00	359043379931766122	1.00000	10.29470	7.66240	13.08065	8.23401	16.22700	8.15632	8.86273	52.08933	0.00142	69.49239	50.79674	43.71054	67.71327	77.45629	12.47033	79.05788	13.50963	6.11881	9.50770	68.16177
2018-05-05 19:45:00	359043379931766874	0.00000	9.30384	7.52862	9.02253	5.97705	11.75064	14.02518	11.15241	31.20277	0.00112	85.80722	28.24878	56.12658	73.83543	96.92629	79.31014	28.14625	62.60842	79.34962	78.57495	47.15696
2018-05-05 19:46:00	8630330696303482352	1.00000	6.78734	8.89615	10.34460	7.62333	11.11233	7.96666	8.59331	42.46959	0.00292	52.51357	33.24570	48.49243	30.25526	81.74313	19.61957	7.58808	1.92957	37.14826	6.80229	84.58939
2018-05-05 19:47:00	359043379931766007	1.00000	7.78581	9.61143	9.74011	11.84954	11.90339	12.30238	12.57329	35.04498	0.00539	52.73326	57.08096	37.43658	41.50920	8.47692	89.53902	9.45241	39.06017	0.80261	1.97012	56.38905
2018-05-05 19:48:00	359043379931766783	1.00000	9.55530	8.90549	7.03660	10.34664	11.26702	5.61925	7.82012	43.45048	0.00251	60.09253	41.72005	47.08301	80.76000	62.44392	63.99386	87.23204	43.13008	48.75363	10.99555	30.02530
2018-05-05 19:49:00	359043379931766353	0.00000	11.13470	9.28165	10.03078	10.76312	13.83925	14.63877	13.88123	39.10848	0.00397	67.85728	62.14242	40.04952	24.58409	5.88378	9.35494	19.97001	94.04118	3.07918	16.57874	69.87714
2018-05-05 19:50:00	3590433799317661883	1.00000	9.90013	7.86478	8.82578	11.12955	11.68953	9.42779	10.16960	46.28090	0.00117	60.69330	32.70595	45.62580	62.42984	48.99804	88.19635	45.40494	66.34116	7.58311	63.41623	31.28952
2018-05-05 19:51:00	359043379931766593	1.00000	9.84417	6.55304	11.69753	4.47836	13.09849	11.64805	11.04228	45.14953	0.00057	52.47341	33.45014	38.36174	83.52897	93.64927	60.63791	30.53317	95.39218	6.18416	53.32467	79.11851
2018-05-05 19:52:00	359043379931766288	1.00000	7.41755	5.78099	15.59754	4.43840	13.77012	8.13199	8.70833	34.12938	0.00080	41.11027	63.39339	28.00348	86.68764	18.11731	11.45277	45.75304	87.25994	57.05808	95.86368	30.99318
2018-05-05 19:53:00	8630330696303481321	1.00000	5.93950	9.52876	10.40234	7.35815	11.09350	9.05549	10.16785	42.30069	0.00490	59.90751	81.02574	61.67309	92.54075	76.58392	95.78902	56.81448	51.37759	91.40399	76.26551	38.30766
2018-05-05 19:54:00	863033069630348099	0.00000	14.11639	3.56911	8.17685	7.47450	11.33188	12.95724	15.32962	50.71537	0.00033	53.92276	36.43990	74.19211	45.64387	22.99784	55.81707	84.58659	86.43112	38.34903	48.77775	86.05425
2018-05-05 19:55:00	359043379931766338	0.00000	13.98264	16.92119	6.76741	8.12787	11.28284	14.09224	8.65336	55.17917	7.24516	75.63212	36.29840	27.34419	84.96807	56.56813	21.58567	3.71014	79.60409	68.98083	99.60242	29.80943
2018-05-05 19:56:00	863033069630348586	1.00000	5.49704	11.77894	15.67766	4.96162	13.12251	10.09823	7.30908	50.36673	0.04279	51.11396	40.81012	47.27256	74.70378	36.62827	45.78417	39.23405	59.22672	73.69962	77.09643	76.45618
2018-05-05 19:57:00	8630330696303481297	0.00000	12.02969	5.35561	16.84544	4.85901	12.92289	9.99418	9.39084	72.66799	0.00048	60.74120	52.94450	44.49025	14.11277	5.60592	72.41588	94.25181	92.93842	29.42459	42.64433	35.76142
2018-05-05 19:58:00	3590433799317662485	0.00000	10.98480	12.73922	6.77508	10.74365	14.03985	9.35585	5.20062	66.54145	0.11099	44.53132	48.82004	38.56423	84.45118	80.24791	33.77604	91.09749	78.16402	68.02017	12.24743	59.73127
2018-05-05 19:59:00	863033069630348677	1.00000	7.43784	9.02852	4.41356	11.28530	12.60331	8.10158	14.94410	54.47495	0.00322	62.21690	39.64508	44.82803	61.63885	53.26703	80.78751	52.54761	3.39317	89.79359	75.78311	56.25403
2018-05-05 20:00:00	8630330696303481446	1.00000	6.73129	4.48408	11.83030	12.67531	16.25933	6.38320	9.56076	65.49700	0.00053	58.29937	54.03541	56.26456	35.64697	60.68635	31.71245	40.14677	68.55505	44.97872	37.91403	23.19038
2018-05-05 20:01:00	3590433799317661578	1.00000	8.32453	9.47542	10.55835	10.05525	12.41891	6.64493	7.47975	32.62118	0.00478	58.81887	57.46455	42.89432	16.99601	46.19664	5.03469	75.24789	7.09577	37.12248	15.96897	54.07047
2018-05-05 20:02:00	8630330696303481842	0.00000	11.96668	9.62939	8.10787	7.60516	13.11234	12.27653	9.49436	43.54043	0.00567	84.57032	36.15426	46.83532	76.13993	86.45597	34.98287	62.20956	79.42567	57.56499	5.47978	16.08981
2018-05-05 20:03:00	359043379931766460	0.00000	8.29297	10.23534	9.86259	12.92466	12.54479	5.79714	11.51286	67.18756	0.00957	73.16035	49.78748	53.94299	83.63923	22.33417	72.06804	60.04906	64.46836	15.97911	82.81332	38.30335
2018-05-05 20:04:00	359043379931766411	0.00000	9.39799	9.75215	7.65278	9.13559	11.14637	9.05401	12.76426	49.77662	0.00602	71.67581	52.62306	28.16358	71.57045	65.16787	32.29931	37.99936	73.54474	60.40311	81.28388	75.60044
2018-05-05 20:05:00	863033069630348651	1.00000	9.28585	7.27095	7.20567	12.05496	11.24120	9.72764	10.34189	39.43890	0.00083	77.71530	43.30491	43.13673	24.06192	20.36834	81.80132	59.68431	58.95800	19.05659	5.31905	19.22313
2018-05-05 20:06:00	359043379931766387	1.00000	11.10896	9.60130	7.77460	14.34783	12.70975	10.30346	13.79959	53.83296	0.00542	42.54699	58.98110	25.47644	59.66787	24.98889	34.93261	70.14953	55.23921	25.11478	78.25723	54.18366
2018-05-05 20:07:00	8630330696303482212	0.00000	9.98432	8.26697	11.90482	6.97424	11.69135	8.25249	7.09370	43.60752	0.00193	51.66781	71.41858	48.28993	19.97108	99.87509	87.51616	55.23520	52.49546	68.36410	77.32198	61.29104
2018-05-05 20:08:00	3590433799317662196	1.00000	12.42715	7.82328	14.57806	9.74029	14.60030	9.56788	8.45672	66.63803	0.00112	54.86755	64.32297	50.78231	97.67195	66.28045	70.10708	69.21813	15.62636	56.67927	45.96360	30.02361
2018-05-05 20:09:00	3590433799317662170	0.00000	10.65630	14.73778	8.41934	9.15399	10.99749	12.32206	7.88053	44.98194	0.81650	67.19196	41.52816	39.46774	62.97565	23.80741	0.26196	39.03484	73.74008	55.63369	28.05705	96.41196
2018-05-05 20:10:00	8630330696303482394	1.00000	10.10284	7.24192	11.16705	7.79962	11.11897	6.80784	7.63526	43.76262	0.00065	65.06325	43.74545	45.12246	81.03062	0.52703	40.91147	52.07546	55.50052	39.65669	25.33198	3.95012
2018-05-05 20:11:00	8630330696303481966	1.00000	9.97949	7.28897	12.17965	15.44032	12.67473	9.01588	10.07611	75.01925	0.00097	58.78298	49.38526	40.30470	38.14858	86.97160	21.60307	90.19040	35.21601	7.71317	59.26594	95.04915
2018-05-05 20:12:00	3590433799317661396	0.00000	8.71829	6.85407	10.12665	5.37326	10.08660	11.85173	12.41006	69.13998	0.00088	54.59447	47.87526	61.34218	20.33426	39.97764	72.38646	48.18563	68.28518	21.62815	9.72085	0.17017
2018-05-05 20:13:00	3590433799317662303	1.00000	12.53336	8.73077	14.29581	5.42160	10.44503	10.26590	6.72739	51.08570	0.00243	29.77036	57.10564	54.35230	50.53378	97.31100	97.08104	65.35951	12.97084	14.55194	22.62052	11.55542
2018-05-05 20:14:00	863033069630348842	1.00000	11.13080	7.26825	5.95764	14.22980	9.00962	6.40835	12.26489	38.66659	0.00098	60.99683	74.17003	20.45277	31.74150	11.47852	46.08121	57.07564	83.27179	1.09816	54.78570	7.50314
2018-05-05 20:15:00	8630330696303482279	0.00000	9.36605	8.86120	9.07536	9.20833	10.81052	13.76574	15.78342	62.20719	0.00253	49.47949	51.45825	43.74458	26.76322	42.27394	9.10620	84.43238	3.23046	63.02104	79.10506	18.35662
2018-05-05 20:16:00	8630330696303481339	1.00000	10.52574	7.02199	7.14487	14.05633	9.82115	6.55763	10.59095	29.10596	0.00074	49.14114	50.84378	40.72245	75.50426	56.48025	1.45694	66.64952	72.46743	34.80346	68.34760	12.14722
2018-05-05 20:17:00	359043379931766031	0.00000	12.03626	12.84581	8.87135	9.16290	10.63057	14.52118	8.82295	49.29210	0.12334	53.81945	44.05373	19.11882	42.35174	45.09228	10.89414	54.28575	12.96595	70.18341	19.86140	86.90071
2018-05-05 20:18:00	359043379931766817	0.00000	11.17493	10.07065	5.26492	4.33618	11.59650	9.41635	7.74180	52.22597	0.00808	41.11198	27.02043	46.57318	3.27065	17.27099	66.17621	98.69639	59.47098	10.92127	49.23985	64.12762
2018-05-05 20:19:00	8630330696303482147	1.00000	7.85733	7.91366	7.00459	13.16906	9.76306	4.74261	12.84031	42.96475	0.00109	58.98137	58.98089	43.30912	55.24188	53.47235	7.71003	71.27653	41.28608	59.28075	35.65434	95.32269
2018-05-05 20:20:00	359043379931766015	1.00000	6.17276	7.13604	5.93395	9.93475	11.04423	10.41851	11.12233	32.52063	0.00089	69.93705	50.36197	50.15312	70.96679	17.56577	0.43917	38.66087	82.01931	57.03212	43.86833	48.96454
2018-05-05 20:21:00	8630330696303481883	1.00000	9.25114	10.12028	9.98537	14.75945	11.82847	9.35365	9.42639	41.98164	0.00829	53.99259	62.89098	38.77334	24.55861	64.99237	28.59011	1.56290	69.24340	95.65840	70.48919	98.76192
